p1proxy	0,44	0,001428402
p1bproxy	0,44	0,001421357
p2http	0,72	0,000925845
p3portal	0,36	0,003799901
p3bportal	0,36	0,004215259
p4gateway	0,06	0,006546875
p4bgateway	0,06	0,006450527
p5integration	0,06	0,005694561
p6pddb	0,22	0,003287399
p7directory	0,11	0,004586553
p8poort	0,06	0,006271791
p9ods	0,06	0,002032627
p10odsdb	0,06	0,002769116
p11digid	0,22	0,002625886

