Time,Duration
2016-06-06 15:32:47.715,40.53
2016-06-06 15:04:31.512,40.51
2016-06-06 15:28:00.752,40.46
2016-06-06 15:40:00.501,40.4
2016-06-06 15:19:22.666,40.36
2016-06-06 15:22:05.468,40.36
2016-06-06 15:04:01.071,40.35
2016-06-06 15:43:10.075,40.31
2016-06-06 15:24:48.565,40.29
2016-06-06 15:25:00.748,40.26
2016-06-06 15:18:00.511,40.24
2016-06-06 15:06:00.465,40.24
2016-06-06 15:00:00.634,40.1
2016-06-06 15:18:00.453,39.98
2016-06-06 15:06:00.761,39.96
2016-06-06 15:27:27.544,39.91
2016-06-06 15:30:08.213,39.89
2016-06-06 15:19:00.680,39.86
2016-06-06 15:16:00.504,39.85
2016-06-06 15:06:00.521,39.82
2016-06-06 15:34:00.156,39.76
2016-06-06 15:30:11.162,39.6
2016-06-06 15:20:00.511,39.55
2016-06-06 15:24:48.508,39.54
2016-06-06 15:12:00.713,39.53
2016-06-06 15:43:09.097,39.49
2016-06-06 15:25:00.703,39.49
2016-06-06 15:26:00.456,39.26
2016-06-06 15:44:00.554,39.23
2016-06-06 15:08:43.345,39.17
2016-06-06 15:19:22.712,39.12
2016-06-06 15:27:24.891,39.12
2016-06-06 15:17:00.494,39.08
2016-06-06 15:29:01.046,39.05
2016-06-06 15:22:05.516,39.03
2016-06-06 15:43:10.132,38.98
2016-06-06 15:30:12.865,38.84
2016-06-06 15:44:00.497,38.8
2016-06-06 15:04:01.406,38.8
2016-06-06 15:06:15.805,38.55
2016-06-06 15:27:32.229,38.52
2016-06-06 15:37:00.477,38.45
2016-06-06 15:00:00.454,38.44
2016-06-06 15:44:00.023,38.34
2016-06-06 15:11:00.140,38.28
2016-06-06 15:27:27.820,38.28
2016-06-06 15:43:10.347,38.2
2016-06-06 15:03:01.091,38.17
2016-06-06 15:18:00.738,38.15
2016-06-06 15:11:00.229,38.1
2016-06-06 15:24:48.956,38.05
2016-06-06 15:32:47.523,38.04
2016-06-06 15:36:00.484,38.02
2016-06-06 15:30:08.304,38.01
2016-06-06 15:07:00.486,37.79
2016-06-06 15:44:00.763,37.77
2016-06-06 15:39:00.487,37.67
2016-06-06 15:00:00.186,37.65
2016-06-06 15:24:48.909,37.63
2016-06-06 15:18:09.985,37.56
2016-06-06 15:06:15.995,37.52
2016-06-06 15:30:12.253,37.5
2016-06-06 15:27:28.070,37.47
2016-06-06 15:00:00.401,37.38
2016-06-06 15:27:25.124,37.37
2016-06-06 15:11:00.642,37.35
2016-06-06 15:19:22.482,37.34
2016-06-06 15:34:00.495,37.24
2016-06-06 15:25:00.503,37.21
2016-06-06 15:17:00.436,37.2
2016-06-06 15:22:01.708,37.15
2016-06-06 15:36:00.430,37.15
2016-06-06 15:06:13.488,37.08
2016-06-06 15:35:00.185,37.07
2016-06-06 15:26:00.513,37.06
2016-06-06 15:12:00.032,37.05
2016-06-06 15:15:00.763,36.94
2016-06-06 15:35:25.197,36.91
2016-06-06 15:04:00.370,36.82
2016-06-06 15:03:01.709,36.79
2016-06-06 15:04:31.470,36.76
2016-06-06 15:29:01.315,36.71
2016-06-06 15:14:00.448,36.71
2016-06-06 15:27:32.018,36.61
2016-06-06 15:27:00.657,36.58
2016-06-06 15:07:00.038,36.56
