183	51	6622	6219	-16390.6103	-0.21459512471069
184	51	6219	5823	-16390.6103	-0.21459512471069
185	51	6653	6219	-17391.3271	-0.24033272347575
186	51	7025	6659	-27654.5039	-0.44176587197441
187	51	7040	6652	-32777.1191	-0.51557077919312
188	51	6652	6622	-32777.1191	-0.51557077919312
189	51	6654	6623	-33776.3091	-0.52861219037767
190	51	7042	6623	-33777.3587	-0.52862568588437
191	56	7453	7409	-13829.3747	-0.14080254377678
192	56	7408	7037	-16390.4367	-0.21459052488677
193	56	7037	6219	-16390.4367	-0.21459052488677
194	56	7431	7424	-16390.5551	-0.21459366209915
195	56	7421	6659	-16390.5587	-0.21459375748701
196	56	7424	6219	-16390.5935	-0.21459467956857
197	56	7409	6659	-16390.5979	-0.21459479615345
198	56	6659	6637	-16390.5979	-0.21459479615345
199	56	7446	6622	-16390.6103	-0.21459512471069
200	56	7410	6622	-16390.6103	-0.21459512471069
201	60	7851	7453	-10004.4659	-0.00019390827714627
202	60	7453	7409	-13829.3747	-0.14080254377678
203	60	7844	7037	-16389.5815	-0.2145678642135
204	60	7853	7846	-16389.8767	-0.21457568641302
205	60	7846	7431	-16389.9535	-0.21457772143371
206	60	7854	7822	-16390.4367	-0.21459052488677
207	60	7855	7408	-16390.4367	-0.21459052488677
208	60	7822	7408	-16390.4367	-0.21459052488677
209	60	7408	7037	-16390.4367	-0.21459052488677
210	60	7037	6219	-16390.4367	-0.21459052488677
211	68	8294	8254	-10004.1082	-0.00017838022048267
212	68	8295	8224	-10004.4659	-0.00019390827714627
213	68	8254	8224	-10004.4659	-0.00019390827714627
214	68	8224	7851	-10004.4659	-0.00019390827714627
215	68	7851	7453	-10004.4659	-0.00019390827714627
216	68	8289	8260	-13828.5575	-0.14077687985888
217	68	8287	8263	-13828.7471	-0.14078283432443
218	68	8263	8252	-13828.7471	-0.14078283432443
219	68	8258	8238	-13829.0255	-0.14079157744236
220	68	8260	7844	-13829.2527	-0.14079871250012
221	73	8716	8695	-8195.4695	0.086426161627513
222	73	8708	8670	-10004.1082	-0.00017838022048267
223	73	8677	8670	-10004.1082	-0.00017838022048267
224	73	8670	8224	-10004.1082	-0.00017838022048267
225	73	8294	8254	-10004.1082	-0.00017838022048267
226	73	8668	8295	-10004.4218	-0.00019199388920654
227	73	8700	8668	-10004.4474	-0.00019310519026305
228	73	8295	8224	-10004.4659	-0.00019390827714627
229	73	8254	8224	-10004.4659	-0.00019390827714627
230	73	8224	7851	-10004.4659	-0.00019390827714627
231	74	9080	8716	-8195.1201	0.086444677433924
232	74	8716	8695	-8195.4695	0.086426161627513
233	74	9081	8708	-10004.1082	-0.00017838022048267
234	74	9085	8668	-10004.1082	-0.00017838022048267
235	74	8708	8670	-10004.1082	-0.00017838022048267
236	74	8677	8670	-10004.1082	-0.00017838022048267
237	74	8670	8224	-10004.1082	-0.00017838022048267
238	74	8294	8254	-10004.1082	-0.00017838022048267
239	74	8668	8295	-10004.4218	-0.00019199388920654
240	74	8700	8668	-10004.4474	-0.00019310519026305
241	84	9544	9541	-8194.8449	0.086459261704413
242	84	9080	8716	-8195.1201	0.086444677433924
243	84	9551	9527	-8195.2545	0.086437555061215
244	84	9541	9463	-8195.4593	0.086426702146451
245	84	9534	9525	-8195.4695	0.086426161627513
246	84	9525	9474	-8195.4695	0.086426161627513
247	84	9515	8716	-8195.4695	0.086426161627513
248	84	9474	8716	-8195.4695	0.086426161627513
249	84	8716	8695	-8195.4695	0.086426161627513
250	84	9538	9527	-8195.5105	0.086423988960136
251	92	9989	9980	-8003.1741	0.096737735418064
252	92	9986	9544	-8194.8449	0.086459261704413
253	92	9544	9541	-8194.8449	0.086459261704413
254	92	9966	9544	-8194.9473	0.086453834941901
255	92	9949	9551	-8195.0625	0.086447729915128
256	92	9993	9080	-8195.1201	0.086444677433924
257	92	9980	9959	-8195.1201	0.086444677433924
258	92	9968	9959	-8195.1201	0.086444677433924
259	92	9959	9080	-8195.1201	0.086444677433924
260	92	9937	9080	-8195.1201	0.086444677433924
261	95	10379	10369	-8003.1101	0.096741208409859
262	95	10369	9989	-8003.1741	0.096737735418064
263	95	9989	9980	-8003.1741	0.096737735418064
264	95	10382	9544	-8194.8449	0.086459261704413
265	95	9986	9544	-8194.8449	0.086459261704413
266	95	9544	9541	-8194.8449	0.086459261704413
267	95	10383	10373	-8194.9089	0.086455869969896
268	95	10373	9949	-8194.9089	0.086455869969896
269	95	10384	9966	-8194.9473	0.086453834941901
270	95	9966	9544	-8194.9473	0.086453834941901
271	101	10806	10772	-8002.8477	0.09675544796659
272	101	10379	10369	-8003.1101	0.096741208409859
273	101	10794	9989	-8003.1741	0.096737735418064
274	101	10369	9989	-8003.1741	0.096737735418064
275	101	9989	9980	-8003.1741	0.096737735418064
276	101	10772	10379	-8003.1805	0.096737388120412
277	101	10763	10369	-8003.2445	0.096733915159168
278	101	10808	10796	-8003.3213	0.096729747642335
279	101	10796	10763	-8003.3213	0.096729747642335
280	101	10797	10761	-8194.5761	0.086473507278646
281	102	11177	10794	-4098.5933	0.38736517422529
282	102	11175	10806	-8002.8477	0.09675544796659
283	102	10806	10772	-8002.8477	0.09675544796659
284	102	10379	10369	-8003.1101	0.096741208409859
285	102	11179	9989	-8003.1741	0.096737735418064
286	102	10794	9989	-8003.1741	0.096737735418064
287	102	10369	9989	-8003.1741	0.096737735418064
288	102	9989	9980	-8003.1741	0.096737735418064
289	102	10772	10379	-8003.1805	0.096737388120412
290	102	10763	10369	-8003.2445	0.096733915159168
291	108	11598	11596	-4098.3245	0.38739365770155
292	108	11596	11564	-4098.5933	0.38736517422529
293	108	11177	10794	-4098.5933	0.38736517422529
294	108	11593	10379	-4098.7085	0.38735296759302
295	108	11601	11588	-4098.8301	0.38734008318672
296	108	11588	11177	-4098.8301	0.38734008318672
297	108	11560	10806	-8002.7709	0.096759615730054
298	108	11559	11175	-8002.8477	0.09675544796659
299	108	11175	10806	-8002.8477	0.09675544796659
300	108	10806	10772	-8002.8477	0.09675544796659
301	109	11973	11177	-4098.21	0.38740579129732
302	109	11598	11596	-4098.3245	0.38739365770155
303	109	11596	11564	-4098.5933	0.38736517422529
304	109	11177	10794	-4098.5933	0.38736517422529
305	109	11974	11593	-4098.7085	0.38735296759302
306	109	11593	10379	-4098.7085	0.38735296759302
307	109	11601	11588	-4098.8301	0.38734008318672
308	109	11588	11177	-4098.8301	0.38734008318672
309	109	11977	11560	-8002.6941	0.096763783533515
310	109	11560	10806	-8002.7709	0.096759615730054
311	118	12426	12405	-4098.1709	0.38740993481248
312	118	12424	11973	-4098.21	0.38740579129732
313	118	11973	11177	-4098.21	0.38740579129732
314	118	12427	12395	-4098.3245	0.38739365770155
315	118	12428	11598	-4098.3245	0.38739365770155
316	118	12417	11598	-4098.3245	0.38739365770155
317	118	12405	12395	-4098.3245	0.38739365770155
318	118	12395	11598	-4098.3245	0.38739365770155
319	118	11598	11596	-4098.3245	0.38739365770155
320	118	12394	11973	-4098.5876	0.38736577820819
321	122	12827	12818	-4098.1268	0.38741460823635
322	122	12829	12426	-4098.1709	0.38740993481248
323	122	12818	12426	-4098.1709	0.38740993481248
324	122	12807	12426	-4098.1709	0.38740993481248
325	122	12426	12405	-4098.1709	0.38740993481248
326	122	12833	11973	-4098.21	0.38740579129732
327	122	12819	12424	-4098.21	0.38740579129732
328	122	12820	11973	-4098.21	0.38740579129732
329	122	12424	11973	-4098.21	0.38740579129732
330	122	11973	11177	-4098.21	0.38740579129732
331	127	13247	13216	-4097.8572	0.38744317973975
332	127	13240	12827	-4098.1268	0.38741460823635
333	127	12827	12818	-4098.1268	0.38741460823635
334	127	13249	13209	-4098.1588	0.38741121708477
335	127	13242	13201	-4098.1709	0.38740993481248
336	127	13221	13201	-4098.1709	0.38740993481248
337	127	13201	12829	-4098.1709	0.38740993481248
338	127	12829	12426	-4098.1709	0.38740993481248
339	127	12818	12426	-4098.1709	0.38740993481248
340	127	12807	12426	-4098.1709	0.38740993481248
341	131	13643	13247	-4097.8444	0.38744453629704
342	131	13247	13216	-4097.8572	0.38744317973975
343	131	13646	12827	-4098.1268	0.38741460823635
344	131	13624	13240	-4098.1268	0.38741460823635
345	131	13240	12827	-4098.1268	0.38741460823635
346	131	12827	12818	-4098.1268	0.38741460823635
347	131	13647	13249	-4098.1588	0.38741121708477
348	131	13249	13209	-4098.1588	0.38741121708477
349	131	13649	13641	-4098.1709	0.38740993481248
350	131	13651	13221	-4098.1709	0.38740993481248
351	136	14059	14037	-4097.758	0.38745369316956
352	136	13643	13247	-4097.8444	0.38744453629704
353	136	14058	13247	-4097.8572	0.38744317973975
354	136	14047	13247	-4097.8572	0.38744317973975
355	136	13247	13216	-4097.8572	0.38744317973975
356	136	14037	13247	-4097.9372	0.3874347013527
357	136	13646	12827	-4098.1268	0.38741460823635
358	136	13624	13240	-4098.1268	0.38741460823635
359	136	13240	12827	-4098.1268	0.38741460823635
360	136	12827	12818	-4098.1268	0.38741460823635
361	143	14493	14460	-2305.566	0.63722244098934
362	143	14491	14469	-4097.758	0.38745369316956
363	143	14479	14469	-4097.758	0.38745369316956
364	143	14481	14460	-4097.758	0.38745369316956
365	143	14469	14460	-4097.758	0.38745369316956
366	143	14471	14059	-4097.758	0.38745369316956
367	143	14460	14059	-4097.758	0.38745369316956
368	143	14429	14059	-4097.758	0.38745369316956
369	143	14059	14037	-4097.758	0.38745369316956
370	143	14487	14455	-4097.774	0.38745199743786
371	146	14882	14872	-2305.5628	0.63722304376684
372	146	14872	14493	-2305.566	0.63722244098934
373	146	14493	14460	-2305.566	0.63722244098934
374	146	14874	14491	-4097.758	0.38745369316956
375	146	14881	14059	-4097.758	0.38745369316956
376	146	14869	14429	-4097.758	0.38745369316956
377	146	14491	14469	-4097.758	0.38745369316956
378	146	14479	14469	-4097.758	0.38745369316956
379	146	14481	14460	-4097.758	0.38745369316956
380	146	14469	14460	-4097.758	0.38745369316956
381	177	15564	15459	-2305.552	0.63722507814708
382	177	15558	15515	-2305.5628	0.63722304376684
383	177	15562	15476	-2305.5628	0.63722304376684
384	177	15538	15508	-2305.5628	0.63722304376684
385	177	15527	15487	-2305.5628	0.63722304376684
386	177	15529	15476	-2305.5628	0.63722304376684
387	177	15515	15508	-2305.5628	0.63722304376684
388	177	15508	15482	-2305.5628	0.63722304376684
389	177	15487	15459	-2305.5628	0.63722304376684
390	177	15489	15425	-2305.5628	0.63722304376684
391	179	15940	15558	-2049.4988	0.68835233163073
392	179	15564	15459	-2305.552	0.63722507814708
393	179	15943	15527	-2305.5628	0.63722304376684
394	179	15932	15527	-2305.5628	0.63722304376684
395	179	15558	15515	-2305.5628	0.63722304376684
396	179	15562	15476	-2305.5628	0.63722304376684
397	179	15538	15508	-2305.5628	0.63722304376684
398	179	15527	15487	-2305.5628	0.63722304376684
399	179	15529	15476	-2305.5628	0.63722304376684
400	179	15515	15508	-2305.5628	0.63722304376684
401	188	16392	16372	-2049.422	0.68836860606873
402	188	16382	16311	-2049.4988	0.68835233163073
403	188	16372	15940	-2049.4988	0.68835233163073
404	188	16311	15940	-2049.4988	0.68835233163073
405	188	15940	15558	-2049.4988	0.68835233163073
406	188	16357	16336	-2305.5052	0.63723389390488
407	188	16388	16355	-2305.524	0.63723035251058
408	188	16364	16343	-2305.5396	0.63722741392873
409	188	16343	15564	-2305.5396	0.63722741392873
410	188	16389	16350	-2305.5436	0.6372266604494
411	193	16805	16774	-2049.3452	0.68838488111661
412	193	16786	16392	-2049.422	0.68836860606873
413	193	16774	16766	-2049.422	0.68836860606873
414	193	16766	16372	-2049.422	0.68836860606873
415	193	16392	16372	-2049.422	0.68836860606873
416	193	16382	16311	-2049.4988	0.68835233163073
417	193	16372	15940	-2049.4988	0.68835233163073
418	193	16311	15940	-2049.4988	0.68835233163073
419	193	15940	15558	-2049.4988	0.68835233163073
420	193	16808	16382	-2049.518	0.68834826311652
421	316	18397	18387	-2049.3	0.68839445994553
422	316	18401	18358	-2049.3452	0.68838488111661
423	316	18405	18331	-2049.3452	0.68838488111661
424	316	18387	18379	-2049.3452	0.68838488111661
425	316	18388	18382	-2049.3452	0.68838488111661
426	316	18379	18345	-2049.3452	0.68838488111661
427	316	18382	18333	-2049.3452	0.68838488111661
428	316	18358	18345	-2049.3452	0.68838488111661
429	316	18355	18297	-2049.3452	0.68838488111661
430	316	18345	18302	-2049.3452	0.68838488111661
431	334	18944	18894	-2049.2	0.6884156527957
432	334	18941	18938	-2049.3	0.68839445994553
433	334	18942	18916	-2049.3	0.68839445994553
434	334	18932	18894	-2049.3	0.68839445994553
435	334	18938	18830	-2049.3	0.68839445994553
436	334	18916	18840	-2049.3	0.68839445994553
437	334	18904	18860	-2049.3	0.68839445994553
438	334	18894	18830	-2049.3	0.68839445994553
439	334	18895	18810	-2049.3	0.68839445994553
440	334	18882	18840	-2049.3	0.68839445994553
441	355	19522	19349	-2049.168	0.68842243472617
442	355	19518	19445	-2049.2	0.6884156527957
443	355	19499	19395	-2049.2	0.6884156527957
444	355	19491	18944	-2049.2	0.6884156527957
445	355	19474	19445	-2049.2	0.6884156527957
446	355	19478	19349	-2049.2	0.6884156527957
447	355	19463	19445	-2049.2	0.6884156527957
448	355	19445	19364	-2049.2	0.6884156527957
449	355	19433	19395	-2049.2	0.6884156527957
450	355	19395	18944	-2049.2	0.6884156527957
451	366	19993	19963	-2049.0592	0.688445494082
452	366	19988	19935	-2049.168	0.68842243472617
453	366	19978	19886	-2049.168	0.68842243472617
454	366	19968	19522	-2049.168	0.68842243472617
455	366	19935	19499	-2049.168	0.68842243472617
456	366	19886	19522	-2049.168	0.68842243472617
457	366	19522	19349	-2049.168	0.68842243472617
458	366	19981	19944	-2049.2	0.6884156527957
459	366	19983	19919	-2049.2	0.6884156527957
460	366	19963	19924	-2049.2	0.6884156527957
461	390	20598	20459	-1153.0468	0.93815306515173
462	390	20597	20513	-2049.0592	0.688445494082
463	390	20583	20540	-2049.0592	0.688445494082
464	390	20585	20513	-2049.0592	0.688445494082
465	390	20572	20532	-2049.0592	0.688445494082
466	390	20577	20398	-2049.0592	0.688445494082
467	390	20563	20459	-2049.0592	0.688445494082
468	390	20551	20513	-2049.0592	0.688445494082
469	390	20540	20513	-2049.0592	0.688445494082
470	390	20532	20429	-2049.0592	0.688445494082
471	499	22050	21965	-1153.0084	0.93816752873274
472	499	22047	21985	-1153.0468	0.93815306515173
473	499	22034	22004	-1153.0468	0.93815306515173
474	499	22026	21981	-1153.0468	0.93815306515173
475	499	22021	21897	-1153.0468	0.93815306515173
476	499	22004	21964	-1153.0468	0.93815306515173
477	499	22010	21898	-1153.0468	0.93815306515173
478	499	21985	21943	-1153.0468	0.93815306515173
479	499	21981	21871	-1153.0468	0.93815306515173
480	499	21964	21908	-1153.0468	0.93815306515173
481	513	22549	22050	-1153.008	0.93816767939758
482	513	22548	22475	-1153.0084	0.93816752873274
483	513	22536	22496	-1153.0084	0.93816752873274
484	513	22527	22050	-1153.0084	0.93816752873274
485	513	22496	22050	-1153.0084	0.93816752873274
486	513	22475	22050	-1153.0084	0.93816752873274
487	513	22050	21965	-1153.0084	0.93816752873274
488	513	22520	22492	-1153.0468	0.93815306515173
489	513	22510	22456	-1153.0468	0.93815306515173
490	513	22503	22433	-1153.0468	0.93815306515173
491	515	22933	22496	-1152.97	0.93818199279547
492	515	22918	22549	-1153.008	0.93816767939758
493	515	22549	22050	-1153.008	0.93816767939758
494	515	22934	22475	-1153.0084	0.93816752873274
495	515	22548	22475	-1153.0084	0.93816752873274
496	515	22536	22496	-1153.0084	0.93816752873274
497	515	22527	22050	-1153.0084	0.93816752873274
498	515	22496	22050	-1153.0084	0.93816752873274
499	515	22475	22050	-1153.0084	0.93816752873274
500	515	22050	21965	-1153.0084	0.93816752873274
501	544	23590	23508	-1152.9444	0.93819163577158
502	544	23576	23535	-1152.97	0.93818199279547
503	544	23553	23535	-1152.97	0.93818199279547
504	544	23555	23526	-1152.97	0.93818199279547
505	544	23560	23464	-1152.97	0.93818199279547
506	544	23544	23508	-1152.97	0.93818199279547
507	544	23548	23464	-1152.97	0.93818199279547
508	544	23535	23474	-1152.97	0.93818199279547
509	544	23538	23423	-1152.97	0.93818199279547
510	544	23526	23453	-1152.97	0.93818199279547
511	573	24242	24134	-1152.9252	0.93819886814417
512	573	24243	23590	-1152.9316	0.93819645733993
513	573	24227	24196	-1152.9444	0.93819163577158
514	573	24204	24196	-1152.9444	0.93819163577158
515	573	24205	24175	-1152.9444	0.93819163577158
516	573	24208	24134	-1152.9444	0.93819163577158
517	573	24196	24145	-1152.9444	0.93819163577158
518	573	24175	24145	-1152.9444	0.93819163577158
519	573	24165	24134	-1152.9444	0.93819163577158
520	573	24145	23590	-1152.9444	0.93819163577158
521	583	24700	24639	-1152.9184	0.93820142963835
522	583	24242	24134	-1152.9252	0.93819886814417
523	583	24674	24620	-1152.9312	0.9381966080148
524	583	24704	24243	-1152.9316	0.93819645733993
525	583	24672	24243	-1152.9316	0.93819645733993
526	583	24639	24617	-1152.9316	0.93819645733993
527	583	24628	24617	-1152.9316	0.93819645733993
528	583	24617	24242	-1152.9316	0.93819645733993
529	583	24608	24243	-1152.9316	0.93819645733993
530	583	24243	23590	-1152.9316	0.93819645733993
531	589	25123	25116	-1152.9124	0.93820368979282
532	589	25120	24700	-1152.9184	0.93820142963835
533	589	24700	24639	-1152.9184	0.93820142963835
534	589	24242	24134	-1152.9252	0.93819886814417
535	589	24674	24620	-1152.9312	0.9381966080148
536	589	25125	25103	-1152.9316	0.93819645733993
537	589	25116	24704	-1152.9316	0.93819645733993
538	589	25119	24628	-1152.9316	0.93819645733993
539	589	25103	25096	-1152.9316	0.93819645733993
540	589	25096	24639	-1152.9316	0.93819645733993
541	601	25607	25575	-1152.912	0.9382038404702
542	601	25533	25123	-1152.9124	0.93820368979282
543	601	25123	25116	-1152.9124	0.93820368979282
544	601	25612	24700	-1152.9184	0.93820142963835
545	601	25586	25578	-1152.9184	0.93820142963835
546	601	25589	25120	-1152.9184	0.93820142963835
547	601	25575	25535	-1152.9184	0.93820142963835
548	601	25578	24700	-1152.9184	0.93820142963835
549	601	25535	25120	-1152.9184	0.93820142963835
550	601	25525	24700	-1152.9184	0.93820142963835
551	611	26070	26064	-1024.9508	0.98929698124368
552	611	25607	25575	-1152.912	0.9382038404702
553	611	26007	25533	-1152.9124	0.93820368979282
554	611	25533	25123	-1152.9124	0.93820368979282
