(PDH-CSV 4.0) (W. Europe Standard Time)(-60),\\FREUT\Processor(_Total)\% Processor Time,\\FREUT\Memory\Available MBytes,\\FREUT\PhysicalDisk(_Total)\% Disk Time,Network Bytes Total/sec
11/03/2009 17:05:31.830, ,1368, ,0.0
11/03/2009 17:05:41.830,0,1368,2.9090000000000003,634.1787
11/03/2009 17:05:51.830,0.078124999999995559,1368,0.17999999999999999,2029.725
11/03/2009 17:06:01.830,0,1369,0,387.7848
11/03/2009 17:06:11.830,0.31250000000000444,1366,5.9644031007751934,1771.5378
11/03/2009 17:06:21.908,1.8604651162790753,1366,2.6030000000000002,1263.682
11/03/2009 17:06:31.908,0,1366,2.6699999999999999,517.77747
