# N X R Z U
1	196.075	0.0051001	0	0.960766
2	202.051	0.0098985	0	0.990049
3	201.351	0.0148994	0	0.986618
4	200.489	0.0199512	0	0.982395
5	199.817	0.0250229	0	0.979102
8	198.603	0.0402814	0	0.973155
10	198.146	0.0504678	0	0.970916
